HIOS_ISSUER_ID,ISSR_LGL_NAME,MarketingName,State,IndividualMarket,SmallGroupMarket,UnknownMarket,LargeMarket,FEDERAL_EIN,Active,DateCreated,LastModifiedDate,DatabaseCompanyID,ORG_ADR1,ORG_ADR2,ORG_CITY,ORG_STATE,ORG_ZIP,ORG_ZIP4
71026,The Cincinnati Life Insurance Company,,SD,NO,YES,NO,NO,311213778,YES,6/18/10,,364,P. O. Box 145496,,Cincinnati,OH,45250,
92381,The Cincinnati Life Insurance Company,,TN,YES,NO,NO,NO,311213778,YES,6/18/10,,364,P. O. Box 145496,,Cincinnati,OH,45250,
87494,Celtic Insurance Company,,RI,YES,NO,NO,NO,60641618,YES,6/18/10,4/4/13,93,77 W. Wacker Dr.,Suite 1200,Chicago,IL,60601,
60067,Celtic Insurance Company,,SC,YES,NO,NO,NO,60641618,YES,6/18/10,11/8/13,93,77 W. Wacker Dr.,Suite 1200,Chicago,IL,60601,
81156,Celtic Insurance Company,,SD,YES,NO,NO,NO,60641618,YES,6/18/10,11/8/13,93,77 W. Wacker Dr.,Suite 1200,Chicago,IL,60601,
70111,Celtic Insurance Company,,TN,YES,NO,NO,NO,60641618,YES,6/18/10,11/8/13,93,77 W. Wacker Dr.,Suite 1200,Chicago,IL,60601,
29418,Celtic Insurance Company,Ambetter from Superior HealthPlan,TX,YES,NO,NO,NO,60641618,YES,6/18/10,11/8/13,93,77 W. Wacker Dr.,Suite 1200,Chicago,IL,60601,
29418,Celtic Insurance Company,Ambetter from Superior HealthPlan,TX,YES,NO,NO,NO,60641618,YES,6/18/10,11/8/13,93,P.O. Box 25408,,Little Rock,AR,72221,5408
64629,Celtic Insurance Company,,VA,YES,NO,NO,NO,60641618,YES,6/18/10,11/8/13,93,77 W. Wacker Dr.,Suite 1200,Chicago,IL,60601,
44197,Celtic Insurance Company,,WI,YES,NO,NO,NO,60641618,YES,6/18/10,11/8/13,93,77 W. Wacker Dr.,Suite 1200,Chicago,IL,60601,
62386,Celtic Insurance Company,,WV,YES,NO,NO,NO,60641618,YES,6/18/10,11/8/13,93,77 W. Wacker Dr.,Suite 1200,Chicago,IL,60601,
49290,Celtic Insurance Company,,WY,YES,NO,NO,NO,60641618,YES,6/18/10,11/8/13,93,77 W. Wacker Dr.,Suite 1200,Chicago,IL,60601,
14002,BlueCross BlueShield of Tennessee,BlueCross BlueShield of Tennessee,TN,YES,YES,NO,NO,620427913,YES,7/16/10,9/3/13,75,1 Cameron Hill Circle,,Chattanooga,TN,37402,
14002,BlueCross BlueShield of Tennessee,BlueCross BlueShield of Tennessee,TN,YES,YES,NO,NO,620427913,YES,7/16/10,9/3/13,75,Individual Billing,PO BOX 5282,Carol Stream,IL,60197,5282
87955,New Era Life Insurance Co of Midwest,,MO,YES,NO,NO,NO,351048733,YES,6/18/10,,278,11720 Katy Freeway  Suite 1700,,Houston,TX,77079,
82564,New Era Life Insurance Co of Midwest,,OH,YES,NO,NO,NO,351048733,YES,6/18/10,,278,11720 Katy Freeway  Suite 1700,,Houston,TX,77079,
21723,New Era Life Insurance Co of Midwest,,TN,YES,NO,NO,NO,351048733,YES,6/18/10,,278,11720 Katy Freeway  Suite 1700,,Houston,TX,77079,
80027,New Era Life Insurance Co of Midwest,,WI,YES,NO,NO,NO,351048733,YES,6/18/10,,278,11720 Katy Freeway  Suite 1700,,Houston,TX,77079,
58326,"MercyCare HMO, Inc.",MercyCare Health Plans ,WI,YES,YES,NO,NO,201482553,YES,6/18/10,10/25/13,263,P. O. Box 550,,Janesville,WI,53547,
58326,"MercyCare HMO, Inc.",MercyCare Health Plans ,WI,YES,YES,NO,NO,201482553,YES,6/18/10,10/25/13,263,580 North Washington St,P.O. Box 550,Janesville,WI,53547,550
49490,UTMB,,TX,NO,YES,NO,NO,746000949,YES,6/18/10,,420,301 University Blvd,,Galveston,TX,77555,1155
69500,AXA Equitable Life Insurance Company,,NY,YES,NO,NO,NO,135570651,YES,6/18/10,6/27/13,41,1290 Avenue of the Americas,,New York,NY,10104,
66966,Capital Health Plan,Capital Health Plan,FL,NO,YES,NO,NO,591830622,YES,7/16/10,10/25/13,83,P.O. Box 15349,,Tallahassee,FL,32317,
84424,MONY Life Insurance Company,,NY,YES,YES,NO,NO,131632487,YES,6/18/10,6/27/13,268,1290 Avenue of the Americas,,New York,NY,10104,
41556,ING Life Insurance and Annuity Company,,MA,YES,NO,NO,NO,710294708,YES,6/18/10,,227,5780 Powers Ferry Road NW,,Atlanta,GA,30327,4390
71598,ING Life Insurance and Annuity Company,,MD,YES,NO,NO,NO,710294708,YES,6/18/10,,227,5780 Powers Ferry Road NW,,Atlanta,GA,30327,4390
48566,ING Life Insurance and Annuity Company,,NY,YES,NO,NO,NO,710294708,YES,6/18/10,,227,5780 Powers Ferry Road NW,,Atlanta,GA,30327,4390
88893,Banner Life Insurance Company,,MD,YES,NO,NO,NO,521236145,YES,6/18/10,,43,1701 Research Blvd.,,Rockville,MD,20850,
62911,William Penn Life Insurance Company,,NY,YES,NO,NO,NO,131976260,YES,6/18/10,,432,100 Quentin Roosevelt Boulevard,,Garden City,NY,11530,
99969,Medical Health Insuring Corp. of Ohio,MedMutual,OH,YES,YES,NO,NO,341442712,YES,5/26/10,8/28/13,259,2060 East Ninth Street,,Cleveland,OH,44115,
99969,Medical Health Insuring Corp. of Ohio,MedMutual,OH,YES,YES,NO,NO,341442712,YES,5/26/10,8/28/13,259,2060 East Ninth Street,,Cleveland,OH,44115,
88340,Consumers Life Insurance Company,,GA,YES,YES,NO,NO,210706531,YES,7/16/10,8/28/13,121,2060 East Ninth Street,,Cleveland,OH,44115,
43499,Medical Mutual of Ohio,Medical Mutual,IN,YES,YES,NO,NO,340648820,YES,7/16/10,8/28/13,260,2060 East Ninth Street,,Cleveland,OH,44115,
33331,Consumers Life Insurance Company,,IN,YES,YES,NO,NO,210706531,YES,7/16/10,,121,2060 East Ninth Street,,Cleveland,OH,44115,
15823,Consumers Life Insurance Company,,MI,YES,NO,NO,NO,210706531,YES,7/16/10,,121,2060 East Ninth Street,,Cleveland,OH,44115,
63379,Consumers Life Insurance Company,,PA,NO,YES,NO,NO,210706531,YES,7/16/10,,121,2060 East Ninth Street,,Cleveland,OH,44115,
27292,Carolina Care Plan,,SC,YES,YES,NO,NO,571048554,YES,7/16/10,8/28/13,90,201 Executive Center Drive,,Columbia,SC,29210,
21298,Consumers Life Insurance Company,,WV,YES,YES,NO,NO,210706531,YES,6/18/10,8/28/13,121,2060 East Ninth Street,,Cleveland,OH,44115,
64035,Consumers Life Insurance Company,,WI,YES,NO,NO,NO,210706531,YES,7/16/10,,121,2060 East Ninth Street,,Cleveland,OH,44115,
18350,Hawaii Medical Service Association,HMSA,HI,YES,YES,NO,NO,990040115,YES,5/26/10,12/17/13,171,818 Keeaumoku Street,,Honolulu,HI,96814,
67138,"Health Net of California, Inc",,CA,YES,YES,NO,NO,954402957,YES,5/26/10,9/5/13,182,21281 Burbank Blvd,,Woodland Hills,CA,91367,
56707,Providence Health Plan,,OR,YES,YES,NO,NO,930863097,YES,5/26/10,8/30/13,323,Providence Health Plan,PO Box 4327,Portland,OR,97208,4327
56707,Providence Health Plan,,OR,YES,YES,NO,NO,930863097,YES,5/26/10,8/30/13,323,"3601 SW Murray Blvd, Suite 10",,Beaverton,OR,97005,
56288,American General Life and Accident,,TN,YES,NO,NO,NO,620306330,YES,6/22/10,,19,American General Center,,Nashville,TN,37250,
17990,Pan-American Life Insurance Company,,AL,YES,NO,NO,NO,720281240,YES,6/18/10,,300,601 Poydras Street,Floor 26,New Orleans,LA,70130,
97246,Pan-American Life Insurance Company,,AR,YES,NO,NO,NO,720281240,YES,6/18/10,,300,601 Poydras Street,Floor 26,New Orleans,LA,70130,
89706,Pan-American Life Insurance Company,,AZ,YES,NO,NO,NO,720281240,YES,6/18/10,,300,601 Poydras Street,Floor 26,New Orleans,LA,70130,
72595,Pan-American Life Insurance Company,,KY,YES,NO,NO,NO,720281240,YES,6/18/10,,300,601 Poydras Street,Floor 26,New Orleans,LA,70130,
49596,Pan-American Life Insurance Company,,LA,YES,NO,NO,NO,720281240,YES,6/18/10,,300,601 Poydras Street,Floor 26,New Orleans,LA,70130,
93143,Pan-American Life Insurance Company,,MO,YES,NO,NO,NO,720281240,YES,6/18/10,,300,601 Poydras Street,Floor 26,New Orleans,LA,70130,
22264,Pan-American Life Insurance Company,,MS,YES,NO,NO,NO,720281240,YES,6/18/10,,300,601 Poydras Street,Floor 26,New Orleans,LA,70130,
21969,Pan-American Life Insurance Company,,NC,YES,NO,NO,NO,720281240,YES,6/18/10,,300,601 Poydras Street,Floor 26,New Orleans,LA,70130,
47684,Pan-American Life Insurance Company,,TN,YES,NO,NO,NO,720281240,YES,6/18/10,,300,601 Poydras Street,Floor 26,New Orleans,LA,70130,
40477,Pan-American Life Insurance Company,,TX,YES,NO,NO,NO,720281240,YES,6/18/10,,300,601 Poydras Street,Floor 26,New Orleans,LA,70130,
71595,Pan-American Life Insurance Company,,DC,YES,NO,NO,NO,720281240,YES,6/18/10,,300,601 Poydras Street,Floor 26,New Orleans,LA,70130,
87173,Pan-American Life Insurance Company,,FL,YES,NO,NO,NO,720281240,YES,6/18/10,,300,601 Poydras Street,Floor 26,New Orleans,LA,70130,
79873,Pan-American Life Insurance Company,,GA,YES,NO,NO,NO,720281240,YES,6/18/10,,300,601 Poydras Street,Floor 26,New Orleans,LA,70130,
92856,Symetra Life Insurance Company,,WA,YES,NO,NO,NO,910742147,YES,6/18/10,,357,4125 Westown Parkway Suite 102,,West Des Moines,IA,50266,
63520,North American Insurance Co.,,AZ,YES,NO,NO,NO,391052096,YES,6/18/10,,284,2721 N Central Avenue,,Phoenix,AZ,85004,1172
12416,Washington National Insurance Company,,CA,YES,NO,NO,NO,361933760,YES,6/18/10,,424,11825 N. Pennsylvania St.,,Carmel,IN,46032,
55226,Washington National Insurance Company,,CO,YES,NO,NO,NO,361933760,YES,6/18/10,,424,11825 N. Pennsylvania St.,,Carmel,IN,46032,
76397,Washington National Insurance Company,,FL,YES,NO,NO,NO,361933760,YES,6/18/10,,424,11825 N. Pennsylvania St.,,Carmel,IN,46032,
26223,Washington National Insurance Company,,GA,YES,NO,NO,NO,361933760,YES,6/18/10,,424,11825 N. Pennsylvania St.,,Carmel,IN,46032,
75845,Washington National Insurance Company,,IA,YES,NO,NO,NO,361933760,YES,6/18/10,,424,11825 N. Pennsylvania St.,,Carmel,IN,46032,
57010,Washington National Insurance Company,,IN,YES,NO,NO,NO,361933760,YES,6/18/10,,424,11825 N. Pennsylvania St.,,Carmel,IN,46032,
60767,Washington National Insurance Company,,MA,YES,NO,NO,NO,361933760,YES,6/18/10,,424,11825 N. Pennsylvania St.,,Carmel,IN,46032,
23419,Washington National Insurance Company,,ME,YES,NO,NO,NO,361933760,YES,6/18/10,,424,11825 N. Pennsylvania St.,,Carmel,IN,46032,
69887,Washington National Insurance Company,,MI,YES,NO,NO,NO,361933760,YES,6/18/10,,424,11825 N. Pennsylvania St.,,Carmel,IN,46032,
49128,Washington National Insurance Company,,NC,YES,NO,NO,NO,361933760,YES,6/18/10,,424,11825 N. Pennsylvania St.,,Carmel,IN,46032,
59781,Washington National Insurance Company,,NE,YES,NO,NO,NO,361933760,YES,6/18/10,,424,11825 N. Pennsylvania St.,,Carmel,IN,46032,
79917,Washington National Insurance Company,,NJ,YES,NO,NO,NO,361933760,YES,6/18/10,,424,11825 N. Pennsylvania St.,,Carmel,IN,46032,
16162,Washington National Insurance Company,,NY,YES,NO,NO,NO,361933760,YES,6/18/10,,424,11825 N. Pennsylvania St.,,Carmel,IN,46032,
53650,Washington National Insurance Company,,PA,YES,NO,NO,NO,361933760,YES,6/18/10,,424,11825 N. Pennsylvania St.,,Carmel,IN,46032,
37543,Washington National Insurance Company,,SC,YES,NO,NO,NO,361933760,YES,6/18/10,,424,11825 N. Pennsylvania St.,,Carmel,IN,46032,
21798,Washington National Insurance Company,,VA,YES,NO,NO,NO,361933760,YES,6/18/10,,424,11825 N. Pennsylvania St.,,Carmel,IN,46032,
10269,Washington National Insurance Company,,WV,YES,NO,NO,NO,361933760,YES,6/18/10,,424,11825 N. Pennsylvania St.,,Carmel,IN,46032,
95101,Bankers Life and Casualty Company,,CA,YES,NO,NO,NO,360770740,YES,6/18/10,,42,600 West Chicago Ave.,,Chicago,IL,60654,
14963,Bankers Life and Casualty Company,,KS,YES,NO,NO,NO,360770740,YES,6/18/10,,42,600 West Chicago Ave.,,Chicago,IL,60654,
92747,Bankers Life and Casualty Company,,MN,YES,NO,NO,NO,360770740,YES,6/18/10,,42,600 West Chicago Ave.,,Chicago,IL,60654,
99044,Bankers Life and Casualty Company,,WV,YES,NO,NO,NO,360770740,YES,6/18/10,,42,600 West Chicago Ave.,,Chicago,IL,60654,
25115,Conseco Life Insurance Company of Texas,,TX,YES,NO,NO,NO,810626335,YES,6/18/10,,120,11825 N. Pennsylvania St.,,Carmel,IN,46032,
98731,California Motor Dealers Employee BT,,CA,NO,YES,NO,NO,954105887,YES,6/18/10,,80,"1415 L Street, Suite 700",,Sacramento,CA,95814,
35138,TexHealth El Paso,,TX,NO,YES,NO,NO,271568625,YES,6/18/10,,362,4815 Alameda Avenue,,El Paso,TX,79905,
26539,"SHA, LLC DBA FirstCare Health Plans",FirstCare Health Plans,TX,YES,YES,NO,NO,752569094,YES,5/26/10,3/18/13,341,12940 N HWY 183,,Austin,TX,78750,
26539,"SHA, LLC DBA FirstCare Health Plans",FirstCare Health Plans,TX,YES,YES,NO,NO,752569094,YES,5/26/10,3/18/13,341,12940 N. Hwy 183,,Austin,TX,78750,9952
41549,Southwest Life and Health Ins Comp,,TX,YES,YES,NO,NO,751085046,YES,6/18/10,,348,12940 N HWY 183,,Austin,TX,78750,
41549,Southwest Life and Health Ins Comp,,TX,YES,YES,NO,NO,751085046,YES,6/18/10,,348,12940 N. Hwy 183,,Austin,TX,78750,
63509,Allegian Insurance Company,Allegian Health Plans,TX,YES,YES,NO,NO,203870730,YES,6/18/10,9/30/14,421,2005 Ed Carey Blvd,,Harlingen,TX,78550,
63509,Allegian Insurance Company,Allegian Health Plans,TX,YES,YES,NO,NO,203870730,YES,6/18/10,9/30/14,421,PO Box 740496,,Los Angeles,CA,90074,496
46944,Blue Cross and Blue Shield of Alabama,Blue Cross and Blue Shield of Alabama,AL,YES,YES,NO,NO,630103830,YES,5/26/10,9/9/13,50,450 Riverchase Pkwy East,,Birmingham,AL,35244,2858
46944,Blue Cross and Blue Shield of Alabama,Blue Cross and Blue Shield of Alabama,AL,YES,YES,NO,NO,630103830,YES,5/26/10,9/9/13,50,450 Riverchase Parkway East,N/A,Birmingham,AL,35244,2858
11721,Blue Cross & Blue Shield of Mississippi,,MS,YES,YES,NO,NO,640295748,YES,7/9/10,,48,3545 Lakeland Drive,,Flowood,MS,39232,
61589,"Blue Cross of Idaho Health Service, Inc.",Blue Cross of Idaho,ID,YES,YES,NO,NO,820344294,YES,5/26/10,9/19/13,70,3000 E Pine Ave,,Meridian,ID,83642,5995
80473,Group Health Cooperative,,WA,YES,YES,NO,NO,910511770,YES,6/23/10,10/24/13,161,320 Westlake Ave N,Suite 100,Seattle,WA,98109,5233
42171,"Group Health Options, Inc.",,ID,NO,YES,NO,NO,911467158,NO,6/23/10,,164,320 Westlake Ave N,Suite 100,Seattle,WA,98109,5233
25768,"Group Health Options, Inc.",,WA,YES,YES,NO,NO,911467158,YES,6/23/10,10/24/13,164,320 Westlake Ave N,Suite 100,Seattle,WA,98109,5233
78414,Metropolitan Life Insurance Company,MetLife,NY,YES,YES,NO,NO,135581829,YES,7/14/10,,265,200 Park Ave.,,New York,NY,10166,
26154,First Health Life & Health Insurance Co.,,MA,NO,YES,NO,NO,382242132,YES,6/23/10,,145,3200 Highland Avenue,,Downers Grove,IL,50515,
26522,Highmark Health Insurance Company - West,Highmark Health Insurance Company,PA,YES,YES,NO,NO,541637426,YES,7/6/10,4/8/13,199,Fifth Avenue Place,120 Fifth Avenue Place,Pittsburgh,PA,15222,3099
28206,Assurity Life Insurance Company,,AZ,YES,NO,NO,NO,381843471,NO,6/30/10,,34,2000 Q St,,Lincoln,NE,68503,
95451,Assurity Life Insurance Company,,CA,YES,NO,NO,NO,381843471,YES,6/30/10,,34,2000 Q St,,Lincoln,NE,68503,
49671,Assurity Life Insurance Company,,CO,YES,NO,NO,NO,381843471,NO,6/30/10,,34,2000 Q St,,Lincoln,NE,68503,
32229,Assurity Life Insurance Company,,FL,YES,NO,NO,NO,381843471,YES,6/30/10,,34,2000 Q St,,Lincoln,NE,68503,
28389,Madison National Life,,ID,NO,YES,NO,NO,390990296,YES,7/14/10,,249,1241 John Q Hammons Drive,,Madison,WI,53717,
57732,Madison National Life,,ND,NO,YES,NO,NO,390990296,YES,7/14/10,,249,1241 John Q Hammons Drive,,Madison,WI,53717,
48408,American Republic Insurance Company,,AL,YES,NO,NO,NO,420113630,YES,7/15/10,,23,601 6th Avenue,,Des Moines,IA,50309,
14324,American Republic Insurance Company,,AR,YES,NO,NO,NO,420113630,YES,7/14/10,,23,601 6th Avenue,,Des Moines,IA,50309,
53708,American Republic Insurance Company,,AZ,YES,NO,NO,NO,420113630,YES,7/14/10,,23,601 6th Avenue,,Des Moines,IA,50309,
59324,American Republic Insurance Company,,CO,YES,NO,NO,NO,420113630,YES,7/14/10,,23,601 6th Avenue,,Des Moines,IA,50309,
10457,American Republic Insurance Company,,DE,YES,NO,NO,NO,420113630,YES,7/14/10,,23,601 6th Avenue,,Des Moines,IA,50309,
32940,American Republic Insurance Company,,GA,YES,NO,NO,NO,420113630,YES,7/1/10,,23,601 6th Avenue,,Des Moines,IA,50309,
87527,American Republic Insurance Company,,FL,YES,NO,NO,NO,420113630,YES,7/14/10,,23,601 6th Avenue,,Des Moines,IA,50309,
16341,American Republic Insurance Company,,ID,YES,NO,NO,NO,420113630,YES,7/1/10,,23,601 6th Avenue,,Des Moines,IA,50309,
55720,American Republic Insurance Company,,IN,YES,NO,NO,NO,420113630,YES,7/14/10,,23,601 6th Avenue,,Des Moines,IA,50309,
20483,American Republic Insurance Company,,KS,YES,NO,NO,NO,420113630,YES,7/1/10,,23,601 6th Avenue,,Des Moines,IA,50309,
61160,American Republic Insurance Company,,KY,YES,NO,NO,NO,420113630,YES,7/1/10,,23,601 6th Avenue,,Des Moines,IA,50309,
27766,American Republic Insurance Company,,LA,YES,NO,NO,NO,420113630,YES,7/1/10,,23,601 6th Avenue,,Des Moines,IA,50309,
49551,American Republic Insurance Company,,MI,YES,NO,NO,NO,420113630,YES,7/14/10,,23,601 6th Avenue,,Des Moines,IA,50309,
82443,American Republic Insurance Company,,MN,YES,NO,NO,NO,420113630,YES,7/1/10,,23,601 6th Avenue,,Des Moines,IA,50309,
10676,American Republic Insurance Company,,MO,YES,NO,NO,NO,420113630,YES,7/14/10,,23,601 6th Avenue,,Des Moines,IA,50309,
21017,American Republic Insurance Company,,MS,YES,NO,NO,NO,420113630,YES,7/14/10,,23,601 6th Avenue,,Des Moines,IA,50309,
74184,American Republic Insurance Company,,MT,YES,NO,NO,NO,420113630,YES,7/1/10,,23,601 6th Avenue,,Des Moines,IA,50309,
54966,American Republic Insurance Company,,NC,YES,NO,NO,NO,420113630,YES,7/14/10,,23,601 6th Avenue,,Des Moines,IA,50309,
39313,American Republic Insurance Company,,ND,YES,NO,NO,NO,420113630,YES,7/1/10,,23,601 6th Avenue,,Des Moines,IA,50309,
21637,American Republic Insurance Company,,NE,YES,NO,NO,NO,420113630,YES,7/14/10,,23,601 6th Avenue,,Des Moines,IA,50309,
67102,American Republic Insurance Company,,NM,YES,NO,NO,NO,420113630,YES,7/14/10,,23,601 6th Avenue,,Des Moines,IA,50309,
36944,American Republic Insurance Company,,NV,YES,NO,NO,NO,420113630,YES,7/14/10,,23,601 6th Avenue,,Des Moines,IA,50309,
26021,American Republic Insurance Company,,OH,YES,NO,NO,NO,420113630,YES,7/14/10,,23,601 6th Avenue,,Des Moines,IA,50309,
73039,American Republic Insurance Company,,OK,YES,NO,NO,NO,420113630,YES,7/14/10,,23,601 6th Avenue,,Des Moines,IA,50309,
96558,American Republic Insurance Company,,PA,YES,NO,NO,NO,420113630,YES,7/14/10,,23,601 6th Avenue,,Des Moines,IA,50309,
95323,American Republic Insurance Company,,SC,YES,NO,NO,NO,420113630,YES,7/14/10,,23,601 6th Avenue,,Des Moines,IA,50309,
99901,World Insurance Company,,SC,YES,NO,NO,NO,470339860,YES,7/15/10,,437,11808 Grant Street,,Omaha,NE,68164,
32132,World Insurance Company,,SD,YES,NO,NO,NO,470339860,YES,7/1/10,,437,11808 Grant Street,,Omaha,NE,68164,
89357,World Insurance Company,,TN,YES,NO,NO,NO,470339860,YES,7/15/10,,437,11808 Grant Street,,Omaha,NE,68164,
75421,World Insurance Company,,TX,YES,NO,NO,NO,470339860,YES,7/15/10,,437,11808 Grant Street,,Omaha,NE,68164,
98245,World Insurance Company,,UT,YES,NO,NO,NO,470339860,YES,7/1/10,,437,11808 Grant Street,,Omaha,NE,68164,
91030,World Insurance Company,,WA,YES,NO,NO,NO,470339860,YES,7/1/10,,437,11808 Grant Street,,Omaha,NE,68164,
24470,World Insurance Company,,WI,YES,NO,NO,NO,470339860,YES,7/15/10,,437,11808 Grant Street,,Omaha,NE,68164,
65113,World Insurance Company,,WV,YES,NO,NO,NO,470339860,YES,7/1/10,,437,11808 Grant Street,,Omaha,NE,68164,
17076,World Insurance Company,,WY,YES,NO,NO,NO,470339860,YES,7/15/10,,437,11808 Grant Street,,Omaha,NE,68164,
89945,Philadelphia American Life Insurance Co,,TN,YES,NO,NO,NO,741952955,YES,7/6/10,,305,11720 Katy Freeway  Suite 1700,,Houston,TX,77079,
21334,American Republic Insurance Company,,IL,YES,NO,NO,NO,420113630,YES,7/15/10,,23,601 6th Avenue,,Des Moines,IA,50309,
65013,World Insurance Company,,VA,YES,NO,NO,NO,470339860,YES,7/15/10,,437,11808 Grant Street,,Omaha,NE,68164,
82795,Capital Advantage Insurance Company CAIC,Capital BlueCross,PA,YES,YES,NO,NO,232195219,YES,5/26/10,10/17/13,81,2500 Elmerton Ave,,Harrisburg,PA,17110,
27523,Capital BlueCross,,PA,YES,YES,NO,NO,230455154,YES,5/26/10,10/17/13,82,2500 Elmerton Ave,,Harrisburg,PA,17110,
53789,Keystone Health Plan Central,"Keystone Health Plan Central, A Capital BlueCross Company",PA,YES,YES,NO,NO,232399845,YES,5/26/10,10/17/13,238,2500 Elmerton Ave,,Harrisburg,PA,17110,
53789,Keystone Health Plan Central,"Keystone Health Plan Central, A Capital BlueCross Company",PA,YES,YES,NO,NO,232399845,YES,5/26/10,10/17/13,238,2500 Elmerton Ave,,Harrisburg,PA,17177,
70525,"QCA Health Plan, Inc.",QualChoice Health Insurance,AR,YES,YES,NO,NO,710794605,YES,5/26/10,9/11/13,325,12615 Chenal Parkway,Suite 300,Little Rock,AR,72211,
70525,"QCA Health Plan, Inc.",QualChoice Health Insurance,AR,YES,YES,NO,NO,710794605,YES,5/26/10,9/11/13,325,12615 Chenal Parkway,Suite 300,Little Rock,AR,72211,3361
16698,Prominence HealthFirst,,NV,YES,YES,NO,NO,880293082,YES,7/7/10,7/10/14,334,1510 Meadow Wood Lane,,Reno,NV,89502,
16698,Prominence HealthFirst,,NV,YES,YES,NO,NO,880293082,YES,7/7/10,7/10/14,334,1510 Meadow Wood Lane,,Reno,NV,89502,9905
68524,"Prominence Preferred Health Insurance Company, Inc.",,NV,NO,YES,NO,NO,880193357,YES,7/7/10,7/10/14,335,1510 Meadow Wood Lane,,Reno,NV,89502,
54189,Philadelphia American Life Insurance Co,,AL,YES,NO,NO,NO,741952955,YES,7/6/10,,305,11720 Katy Freeway  Suite 1700,,Houston,TX,77079,
79816,Philadelphia American Life Insurance Co,,AR,YES,NO,NO,NO,741952955,YES,7/6/10,,305,11720 Katy Freeway  Suite 1700,,Houston,TX,77079,
95495,Philadelphia American Life Insurance Co,,FL,YES,NO,NO,NO,741952955,YES,7/6/10,,305,11720 Katy Freeway  Suite 1700,,Houston,TX,77079,
44329,Philadelphia American Life Insurance Co,,GA,YES,YES,NO,NO,741952955,YES,7/6/10,,305,11720 Katy Freeway  Suite 1700,,Houston,TX,77079,
42496,Philadelphia American Life Insurance Co,,ID,YES,NO,NO,NO,741952955,YES,7/6/10,,305,11720 Katy Freeway  Suite 1700,,Houston,TX,77079,
87445,Philadelphia American Life Insurance Co,,TX,YES,NO,NO,NO,741952955,YES,7/6/10,,305,11720 Katy Freeway  Suite 1700,,Houston,TX,77079,
43134,Philadelphia American Life Insurance Co,,VA,YES,NO,NO,NO,741952955,YES,7/6/10,,305,11720 Katy Freeway  Suite 1700,,Houston,TX,77079,
78415,New Era Life Insurance Company,,AL,YES,NO,NO,NO,742552025,YES,7/6/10,,279,11720 Katy Freeway  Suite 1700,,Houston,TX,77079,
36885,New Era Life Insurance Company,,AZ,YES,NO,NO,NO,742552025,YES,7/6/10,,279,11720 Katy Freeway  Suite 1700,,Houston,TX,77079,
47988,New Era Life Insurance Company,,CO,YES,NO,NO,NO,742552025,YES,7/6/10,,279,11720 Katy Freeway  Suite 1700,,Houston,TX,77079,
33726,New Era Life Insurance Company,,GA,YES,NO,NO,NO,742552025,YES,7/6/10,,279,11720 Katy Freeway  Suite 1700,,Houston,TX,77079,
94659,New Era Life Insurance Company,,LA,YES,NO,NO,NO,742552025,YES,7/6/10,,279,11720 Katy Freeway  Suite 1700,,Houston,TX,77079,
61479,New Era Life Insurance Company,,MS,YES,NO,NO,NO,742552025,YES,7/6/10,,279,11720 Katy Freeway  Suite 1700,,Houston,TX,77079,
32267,New Era Life Insurance Company,,NM,YES,NO,NO,NO,742552025,YES,7/6/10,,279,11720 Katy Freeway  Suite 1700,,Houston,TX,77079,
56456,New Era Life Insurance Company,,OH,YES,NO,NO,NO,742552025,YES,7/6/10,,279,11720 Katy Freeway  Suite 1700,,Houston,TX,77079,
92896,New Era Life Insurance Company,,OK,YES,NO,NO,NO,742552025,YES,7/6/10,,279,11720 Katy Freeway  Suite 1700,,Houston,TX,77079,
80879,"Bluegrass Family Health, Inc.",,IN,NO,YES,NO,NO,611241101,YES,7/6/10,10/24/13,77,651 Perimeter Dr.,Suite 300,Lexington,KY,40517,
55661,"Bluegrass Family Health, Inc.",,TN,NO,YES,NO,NO,611241101,YES,7/6/10,,77,651 Perimeter Dr.,Suite 300,Lexington,KY,40517,
40586,"Bluegrass Family Health, Inc.",,KY,YES,YES,NO,NO,611241101,YES,7/6/10,10/24/13,77,651 Perimeter Dr.,Suite 300,Lexington,KY,40517,
33602,Blue Cross Blue Shield of Texas,Blue Cross and Blue Shield of Texas,TX,YES,YES,NO,NO,361236610,YES,5/26/10,10/22/13,66,1001 E. Lookout Drive,,Richardson,TX,75082,
33602,Blue Cross Blue Shield of Texas,Blue Cross and Blue Shield of Texas,TX,YES,YES,NO,NO,361236610,YES,5/26/10,10/22/13,66,1001 E. Lookout Drive,,Richardson,TX,75082,
36096,Blue Cross Blue Shield of Illinois,Blue Cross and Blue Shield of Illinois,IL,YES,YES,NO,NO,361236610,YES,5/26/10,9/12/13,66,300 E Randolph Street,,Chicago,IL,60601,
36096,Blue Cross Blue Shield of Illinois,Blue Cross and Blue Shield of Illinois,IL,YES,YES,NO,NO,361236610,YES,5/26/10,9/12/13,66,300 E. Randolph Street,,Chicago,IL,60601,
75605,Blue Cross Blue Shield of New Mexico,Blue Cross and Blue Shield of New Mexico,NM,YES,YES,NO,NO,361236610,YES,5/26/10,9/12/13,66,5701 Balloon Fiesta Pkwy NE,,Albuquerque,NM,87113,
