HIOS_ISSUER_ID,ISSR_LGL_NAME,MarketingName,State,image_url_1
36921,UnitedHealthcare Life Insurance Company,,DC,http://www.equitamedicaresupplementleads.com/images/stories/unitedhealthcare_logo.jpg
36944,American Republic Insurance Company,,NV,http://www.americanrepublic.com/images/aric-logo.png
36962,ACE Property and Casualty Insurance Company,,MO,http://www.acegroup.com/assets/images/ace-logo.jpg
36963,"Humana Insurance Company of Kentucky, Inc. ",,MO,http://www.insuranceproviders.com/Images/360healthbystate_doc_647d9071.jpg
36980,CGI test company 3,CGI Test Issuer 3,VA,http://www.corpse.org/archives/issue_1/images/logo-400-test3.gif
36988,AMERICAN COMMUNITY MUTUAL INSURANCE COMPANY,,HI,http://www.getyouradvantage.com/images/carrier-logos/American-Community.jpg
36991,American Republic Insurance Company,,MA,http://www.americanrepublic.com/images/aric-logo.png
36997,Pekin Life Insurance Company,Pekin LIfe Insurance Company,LA,http://ww1.prweb.com/prfiles/2010/02/28/3666174/0_PekinInsuranceLogo.jpg
37001,Humana Insurance Company,Humana,GA,http://www.wilsonfiquettdental.com/wp-content/uploads/2013/03/humana-logo.jpg
37028,Pekin Life Insurance Company,,OH,http://ww1.prweb.com/prfiles/2010/02/28/3666174/0_PekinInsuranceLogo.jpg
37057,"UnitedHealthcare of Oregon, Inc.",UnitedHealthcare,OR,http://wheelhc.com/assets/img/Major_Insurance_Plans_Logos/05-UnitedHealthCare.PNG
37060,TransAmerica Premier Life Insurance,,NH,http://www.firstcommand.com/img/providers/transamerica.png
37065,FFE RR Test Issuer 687,FFE RR Test Issuer M 687,PA,
37072,American Income Life Insurance Co,,MA,http://www.fopohio.org/images/AIL%20Logo.png
37079,CGI Company Test,,SC,http://upload.wikimedia.org/wikipedia/commons/2/2e/CGI_Group_logo.svg
37081,United American Insurance Co,,NM,http://www.insurancelevel.com/company/logo/united-american.gif
37097,Highmark Health Insurance Company,,DE,http://ww1.prweb.com/prfiles/2015/02/19/12546303/HighmarkHlth4c.jpg
37102,PacifiCare Life Assurance Company,,CA,http://upload.wikimedia.org/wikipedia/commons/4/43/Pacificare.gif
37105,Sun Life and Health Insurance Company (U.S.),,NY,http://cdn.sunlife.com/static/canada/images/logo_yellowbkgrd_bluelogo_1200x1200.jpg
37142,Central United Life Insurance Company,,WY,http://www.manhattanlife.com/Portals/0/LayerSlider3D/490/cul.png
37151,Unified Life Insurance Company,,DC,http://www.texaskidsfirst.com/images/ULIC-Logo.jpg
37160,Blue Cross Blue Shield of North Dakota,Blue Cross Blue Shield of North Dakota,ND,http://www.careerlinknorth.com/employers/GetImage.aspx?logo_num=1&max_height=90&employer_id=56
37168,United American Insurance Co,,TX,http://www.insurancelevel.com/company/logo/united-american.gif
37174,"Humana Benefit Plan of Illinois, Inc.",,AR,http://trpld.org/sites/default/files/humana.jpg
37182,National Guardian Life Insurance Company,National Guardian Life Insurance,MO,http://www.alzwisc.org/images/wr%20logos/NGLIC%20(Plum%20Logo).jpg
37190,Trustmark Insurance Company,,RI,http://www.insurersreviewservices.com/carrier_logos/trustmark.gif
37204,"Piedmont Community HealthCare HMO, Inc.",Piedmont HMO,VA,http://www.ncfahp.org/Data/Sites/1/media/images/community/piedmont-health-logo.jpg
37236,The United States Life Ins. Co. in the City of New York,,AK,http://logonoid.com/images/transamerica-logo.png
37261,Transamerica Life Insurance Company,,NY,http://www.medicaremall.com/wp-content/uploads/2011/02/transamerica-logo.png
37285,Guarantee Trust Life Insurance Company,,NC,http://www.refugeinsurance.com/images/GTL%20logo.jpg
37352,National Foundation Life Insurance,,PA,http://cmprsapaceawards.com/Portals/paceawards/Images/Pictures/JACKSON-NLIC-RGB.jpg
37362,American States Insurance Company,,WI,http://upload.wikimedia.org/wikipedia/en/thumb/c/cc/American_National_Insurance_Co_%28anico%29_Logo.svg/180px-American_National_Insurance_Co_%28anico%29_Logo.svg.png
37378,The Lincoln National Life Insurance Company,Lincoln Financial Group,WY,http://images.all-free-download.com/images/graphiclarge/lincoln_financial_group_67648.jpg
37392,"Prominence HealthFirst of Texas, Inc.",Prominence Health Plan,TX,http://www.wpareno.com/userfiles/image/general_images/Prominence-Logo_600.gif
37419,MAMSI Life and Health Insurance Company,MAMSI Life and Health Insurance Company,FL,http://www.myurgentcare.com/content/images/insurances/mamsi_logo.gif
37420,CGI test company 3,CGI Test Issuer 4,OH,https://jckbainbridge.files.wordpress.com/2015/06/screen-shot-2015-06-07-at-4-01-44-pm.png
37444,The United States Life Ins. Co. in the City of New York,,TN,http://logonoid.com/images/transamerica-logo.png
37460,Central United Life Insurance Company,,IA,http://www.manhattanlife.com/Portals/0/LayerSlider3D/490/cul.png
37462,"Willamette Dental of Washington, Inc.",,WA,http://www.sharonhansen.com/wp-content/uploads/willamette-dental.png
37468,Wilton Reassurance Company,,SD,http://www.freekymonkey.com/pictures/aa676a.JPG
37481,Life of America,,IN,https://upload.wikimedia.org/wikipedia/en/thumb/5/57/Feminists_For_Life_of_America_logo.svg/800px-Feminists_For_Life_of_America_logo.svg.png
37487,"Morganite Industries, Inc.",,NC,http://aisapages.com/images/ClientImages/195907vguardlogo.jpg
37488,"Humana Benefit Plan of Illinois, Inc.",,WI,http://trpld.org/sites/default/files/humana.jpg
37499,MetLife Insurance Company of Connecticut,,IN,http://www.trademarkia.com/logo-images/metropolitan-life-insurance-company/metlife-investors-select-variable-annuity-77311426.jpg
37515,Prudential Insurance Company of America,,VA,http://www.trademarkia.com/logo-images/prudential-insurance-company-of-america/prudential-center-77077075.jpg
37520,Union Fidelity Life Insurance Company,,OK,http://www.trademarkia.com/logo-images/financial-holding-corporation/united-fidelity-life-insurance-company-85646975.jpg
37543,Washington National Insurance Company,,SC,http://www.indeed.com/cmp/_s/logos/2617e9b5ae6ef4a6
37576,Dentegra Insurance Company,Dentegra Insurance Company,NC,http://logosdatabase.com/logoimages/76142836.jpg
37601,The Lincoln National Life Insurance Company,Lincoln Financial Group,MN,http://images.all-free-download.com/images/graphiclarge/lincoln_financial_group_67648.jpg
37620,Central United Life Insurance Company,,AR,http://www.manhattanlife.com/Portals/0/LayerSlider3D/490/cul.png
37651,Health Alliance Plan (HAP),HAP,MI,http://www.adkins-ins.com/uploads/Library/Files/5%2DInsurance/Health/hap%20logo.jpg
37677,"Humana Benefit Plan of Illinois, Inc.",,AL,http://trpld.org/sites/default/files/humana.jpg
37678,MetLife Insurance Company of Connecticut,,NC,http://www.trademarkia.com/logo-images/metropolitan-life-insurance-company/metlife-investors-select-variable-annuity-77311426.jpg
37707,Wilton Reassurance Company,,MI,http://www.freekymonkey.com/pictures/aa676a.JPG
37710,Celtic Insurance Company,,MS,http://listtoptens.com/wp-content/uploads/2013/11/Best-Health-Insurance-Companies-US-Celtic-Insurance.jpg
37715,American Medical Security Life Ins Co,,MN,http://medicareinsurancetexas.com/inc/images/logo-sentinel-life.jpg
37741,United of Omaha Life Insurance Company,,FL,https://www.immediateannuities.com/images/logos-insco/united-omaha.jpg
37743,TRUASSURE INSURANCE COMPANY,TruAssure Insurance Company,DC,
37755,Insurance Company of Scott & White,,TX,http://www.rfimasters.com/wp-content/uploads/2011/06/Scott-and-White-Logo.jpg
37777,UnitedHealthcare Insurance Company,UnitedHealthcare,NJ,http://wheelhc.com/assets/img/Major_Insurance_Plans_Logos/05-UnitedHealthCare.PNG
37818,Union Security Insurance Company,,NM,http://www.unioninsurance.ae/img/logo.png
37833,Unity Health Plans Insurance Corporation,Unity Health Insurance,WI,http://www.uwhealth.org/files/uwhealth/images/about/img_unitylogo.jpg
37869,The Union Labor Life Insurance Company,,RI,http://thumb1.shutterstock.com/display_pic_with_logo/1018532/185226650/stock-vector-customer-care-care-for-employees-labor-union-crm-and-life-insurance-concepts-businessman-185226650.jpg
37873,UnitedHealthcare Benefits Plan of California,,CA,http://insuremekevin.com/wp-content/uploads/2015/11/UHC_IFP_logo.jpg
37874,"UNICARE Health Plans of the Midwest, Inc",,IL,http://img.docstoccdn.com/thumb/orig/3913711.png
37880,"Sierra Health and Life Insurance Company, Inc.",,ND,https://static.ehealthinsurance.com/ehealthinsurance/CarrierProfile/logos/88128300.gif
37894,American Income Life Insurance Co,,SC,http://www.fopohio.org/images/AIL%20Logo.png
37897,State Farm Mutual Automobile Ins. Co.,,IN,http://www.knowmore.org/wiki/images/e/ed/State_Farm_Mutual_Automobile_Insurance_Company-logo.png
37903,"QualChoice Life & Health Insurance Company, Inc.",QC Life and Health,AR,http://thevalleyvotes.files.wordpress.com/2011/09/quality-of-life-logo.jpg
37912,American National Life Insurance Company of Texas,,DE,http://www.moodyinsurancegroup.com/wp-content/uploads/2012/05/ANICO-logo_color_RGB.jpg
37924,Independence American Ins Co,,PA,http://ipa-america.com/Uploads/Providers/IndependenceAmerican_sz300x75.jpg
37926,HCC Life Insurance Company,,AL,http://www.hcc.com/portals/0/subsites/hcclife/News/images/newlogo111_logo.gif
37933,HM Health Insurance Company,,PA,http://communityplans.net/Portals/0/RBS%20Re%20An%20HM%20Insurance%20Group%20Company%20Logo.jpg
37948,The United States Life Ins. Co. in the City of New York,,NV,http://logonoid.com/images/transamerica-logo.png
37977,Coventry Health Care Of Kansas Inc,,MO,http://chckansas.coventryhealthcare.com/web/fragments/gbkheader/images/Logo.chcks.gif
37990,SummaCare Inc,SummaCare Inc,OH,http://ih.constantcontact.com/fs065/1101711724541/img/323.jpg?a=1113844180317
37993,MAMSI  Life and Health Insurance Company,MAMSI  Life and Health Insurance Company,SC,http://www.myurgentcare.com/content/images/insurances/mamsi_logo.gif
37996,American Sentinel Insurance Company,,IL,http://medicareinsurancetexas.com/inc/images/logo-sentinel-life.jpg
38024,Starr Indemnity & Liability Company,,AR,https://add.eaainsurance.org/images/StarrLogo_new.png
38025,UNICARE Life & Health Insurance Company,,SC,http://www.nextdoorchiro.com/images/Insurance-Logos.jpg
38056,Shelter Life Insurance Company,,LA,http://www.yellville.com/shelter-insurance-logo_copy.jpg
38086,Renaissance Life & Health Insurance Company of America,Renaissance Dental,PA,http://s3.amazonaws.com/s3.consumersadvocate.org/mongo/companies/logos/530d/6294/7765/6239/7305/0000/original/Renaissance-Dental.jpg?1393393088
38092,National Foundation  Life Insurance,,CA,http://cmprsapaceawards.com/Portals/paceawards/Images/Pictures/JACKSON-NLIC-RGB.jpg
38118,World Insurance Company,,NE,"http://1-ps.googleusercontent.com/h/www.world-insurance-companies.com/uploads/9/1/6/6/9166349/x8305192.jpg,q1379368825.pagespeed.ic.QmX5Mmz2d-.jpg"
38128,Montana Health Cooperative,Mountain Health CO-OP,ID,http://www.oliverrussell.com/stuff/contentmgr/files/0/c7f0fd23e5c10d6e777e63a84d487042/files/_resized/80_275_165_mhc_logo.png
38152,The Lincoln National Life Insurance Company,Lincoln Financial Group,WI,http://images.all-free-download.com/images/graphiclarge/lincoln_financial_group_67648.jpg
38166,"Security Health Plan of Wisconsin, Inc.",Security Health Plan,WI,http://cvpost.org/wp-content/uploads/2015/04/Security-Health-Plan-logo.jpg
38206,Trustmark Insurance Company,,OK,http://www.insurersreviewservices.com/carrier_logos/trustmark.gif
38229,Health Alliance Northwest Health Plan Inc. ,Health Alliance Northwest,WA,http://www.tbrhsc.net/wp-content/uploads/2015/06/northwest-health-alliance-logo.jpg
38234,Aetna Life Insurance Company,Aetna Life Insurance Company,VA,http://ih.constantcontact.com/fs057/1101361118876/img/158.jpg?a=1102653124817
38251,Trustmark Life Insurance Company,,KS,http://www.healthy-monroe.com/images/starmark.jpg
38277,Companion Life Insurance Company,Companion Life Insurance Company,OR,http://www.newhorizonsmktg.com/images/CompanyLogos/companion-life.png
38278,Thrivent Financial for Lutherans,,PA,http://2.bp.blogspot.com/_DmtdGP6kzMQ/S7jkzluNHnI/AAAAAAAAN44/0tUqR9RpOBw/s1600/logo-ThriventFinancial.gif
38283,Companion Life Insurance Company,Companion Life Insurance Company,CO,http://www.newhorizonsmktg.com/images/CompanyLogos/companion-life.png
38289,First Allmerica Financial Life Ins. Co,,ME,http://www.insurancelevel.com/company/logo/allmerica-financial.gif
38319,The Union Labor Life Insurance Company,,NH,http://thumb1.shutterstock.com/display_pic_with_logo/1018532/185226650/stock-vector-customer-care-care-for-employees-labor-union-crm-and-life-insurance-concepts-businessman-185226650.jpg
38344,Premera Blue Cross Blue Shield of Alaska,Premera Blue Cross Blue Shield of Alaska,AK,http://blog.seattlepi.com/boomerconsumer/files/2015/03/Premera-135242.jpeg
38345,Dean Health Plan,Dean Health Plan,WI,http://www.fitchburgchamber.com/wp-content/themes/journey/timthumb.php?src=http://www.fitchburgchamber.com/wp-content/uploads/2013/04/DeanHealthPlan-logo-web.jpg&q=90&w=634&zc=1
38349,The Chesapeake Life Insurance Company,,MA,http://www.trademarkia.com/logo-images/the-chesapeake-life-insurance-company/surebridge-covering-lifes-twists-and-turns-85269279.jpg
38364,World Insurance Company,,IN,"http://1-ps.googleusercontent.com/h/www.world-insurance-companies.com/uploads/9/1/6/6/9166349/x8305192.jpg,q1379368825.pagespeed.ic.QmX5Mmz2d-.jpg"
38408,Aetna Health Inc. (a PA corp.),Aetna,SC,http://img.zanda.com/item/18070410000098/1024x768/Aetna_logo.jpg
38416,United American Insurance Co,,RI,http://www.insurancelevel.com/company/logo/united-american.gif
38420,Federated Mutual Insurance Company,,MS,http://www.themla.com/Graphics/BigFederatedInsurance.jpg
38424,Wilton Reassurance Company,,ME,http://www.freekymonkey.com/pictures/aa676a.JPG
38433,Shelter Life Insurance Company,,AR,http://www.yellville.com/shelter-insurance-logo_copy.jpg
38438,Freedom Life Insurance Company of America,,DE,http://www.mylesthurston.com/wp-content/uploads/2012/03/Financial-Freedom-1.jpg
38445,Unified Life Insurance Company,,AL,http://www.texaskidsfirst.com/images/ULIC-Logo.jpg
38472,World Insurance Company,,FL,"http://1-ps.googleusercontent.com/h/www.world-insurance-companies.com/uploads/9/1/6/6/9166349/x8305192.jpg,q1379368825.pagespeed.ic.QmX5Mmz2d-.jpg"
38498,LifeWise Health Plan of WA,LifeWise Health Plan of WA,WA,http://www.gannett-cdn.com/-mm-/6a8555d300818ffa9d36ea241f7d1e15640efa87/c=270-0-629-270&r=x404&c=534x401/local/-/media/NWGroup/KING/2014/11/12/635513890011490009-lifewise-logo.jpg
38499,"UnitedHealthcare of Louisiana, Inc.",UnitedHealthcare,LA,http://wheelhc.com/assets/img/Major_Insurance_Plans_Logos/05-UnitedHealthCare.PNG
38509,United Teachers Associates,,KS,http://utaic.com/Portals/5/UTA_PMS_logo.png
38530,"Madison National Life Insurance Company, Inc.",,CO,http://www.ranklogos.com/wp-content/uploads/2012/04/Madison-National-Life-Insurance-Company-logo.jpg
38536,The Lincoln National Life Insurance Company,Lincoln Financial Group,AK,http://images.all-free-download.com/images/graphiclarge/lincoln_financial_group_67648.jpg
38538,Globe Life and Accident Insurance Co,,AK,http://media.glassdoor.com/sqll/282144/globe-life-and-accident-insurance-company-squarelogo.png
38545,TRUASSURE INSURANCE COMPANY,TruAssure Insurance Company,AR,
38546,American Income Life Insurance Co,,IA,http://www.fopohio.org/images/AIL%20Logo.png
38555,Scott and White Health Plan,,TX,http://wtaw.com/wp-content/uploads/2011/09/ScottWhiteLogo_feat.jpg
38580,Knights of Columbus,,MA,https://keenforgod.files.wordpress.com/2014/12/kofc-logo-jpg.jpg
38596,Time Insurance Company,Assurant Health,AK,http://www.rehabilitation-center.org/wp-content/uploads/2012/08/Assurant-Health.jpg
38599,UnitedHealthcare of the Mid-Atlantic Inc,UnitedHealthcare,VA,http://wheelhc.com/assets/img/Major_Insurance_Plans_Logos/05-UnitedHealthCare.PNG
38607,The Prudential Insurance Company of America,,VI,http://www.trademarkia.com/logo-images/prudential-insurance-company-of-america/prudential-bank-74153058.jpg
38617,Unimerica Insurance Company,,NJ,http://www.insurance-wholesalers.com/AetnaLogoColorproc.jpg
38628,United Teachers Associates,,VI,http://utaic.com/Portals/5/UTA_PMS_logo.png
38634,Canyon Insurance Group,,TX,http://www.policy-service.com/images/Logos/starcanyon-logo.jpg
38636,Union Security Insurance Company,Assurant Employee Benefits,ID,http://www.assurantemployeebenefits.com/wps/themes/html/Assurant/assets/images/btns/logo.gif
38649,All Savers Insurance Company,,NM,https://myallsaversmember.com/filestore/%7B7151ca57-92be-41aa-8557-b09de24ee5dc%7D/CMS/Graphics/logo_member.png
38669,Globe Life and Accident Insurance Co,,IN,http://media.glassdoor.com/sqll/282144/globe-life-and-accident-insurance-company-squarelogo.png
38709,American General Life and Accident Insurance Company,,PA,http://rockymountnccoc.weblinkconnect.com/CWT/external/wcpages/wcmedia/images/American%20General%20Logo.JPG
38712,Tufts Insurance Company,,MA,http://www.nyhealthinsurer.com/wp-content/uploads/2012/06/Tufts-Health-Plan.jpg
38745,AMERICAN COMMUNITY MUTUAL INSURANCE COMPANY,,WI,http://www.getyouradvantage.com/images/carrier-logos/American-Community.jpg
38751,"SelectHealth Benefit Assurance Company, Inc.",,UT,http://www.anserteam.com/files/2013/09/assurance-logo.gif
38752,Aetna Life Insurance Company,Aetna,WI,http://img.zanda.com/item/18070410000098/1024x768/Aetna_logo.jpg
38755,Globe Life and Accident Insurance Co,,MD,http://media.glassdoor.com/sqll/282144/globe-life-and-accident-insurance-company-squarelogo.png
38758,The Chesapeake Life Insurance Company,,TX,http://www.trademarkia.com/logo-images/the-chesapeake-life-insurance-company/surebridge-covering-lifes-twists-and-turns-85269279.jpg
38791,Ameritas Life Insurance Corp.,Ameritas Life Insurance Corp.,MI,http://www.insurancelevel.com/company/logo/ameritas-life-ins.jpg
38801,UnitedHealthcare Insurance Company of New York,UnitedHealthcare Insurance Company of New York,SC,http://www.elbertins.com/images/united_health_care_logo.gif
38804,Union Security Insurance Company,Assurant Employee Benefits,KS,http://www.assurantemployeebenefits.com/wps/themes/html/Assurant/assets/images/btns/logo.gif
38835,Federated Mutual Insurance Company,,GA,http://www.themla.com/Graphics/BigFederatedInsurance.jpg
38837,The Prudential Insurance Company of America,,DC,http://www.trademarkia.com/logo-images/prudential-insurance-company-of-america/prudential-bank-74153058.jpg
38858,Reserve National Insurance Company,,IL,http://islanderinsuranceinc.com/Assets/reserveNational_logo.jpg
38866,UNICARE Life & Health Insurance Company,,MD,http://www.nextdoorchiro.com/images/Insurance-Logos.jpg
38886,"Dental Care Plus, Inc.",DentaTrust /DentaSpan,TN,
38897,TRUASSURE INSURANCE COMPANY,TRUASSURE INSURANCE COMPANY,FL,
38908,UnitedHealthcare Life Insurance Company,,NM,http://www.equitamedicaresupplementleads.com/images/stories/unitedhealthcare_logo.jpg
38917,Aetna Health Inc. (a PA corp.),Aetna,MA,http://img.zanda.com/item/18070410000098/1024x768/Aetna_logo.jpg
38921,Guardian Life Insurance Company of America,,WY,http://www.triblio.com/wp-content/uploads/2015/02/Guardian-Life-Insurance-Logo.jpg
38927,Aetna Health of Utah Inc.,Aetna Health of Utah Inc. DBA Altius Health Plans Inc.,UT,http://healthcare.utah.edu/bewellutah/images/logos/regence-logo.png
38949,Highmark Choice Company,Highmark Choice Company,PA,http://logonoid.com/images/highmark-logo.png
38959,UnitedHealthcare Insurance Company of New York,UnitedHealthcare Insurance Company of New York,DC,http://www.elbertins.com/images/united_health_care_logo.gif
38968,National Foundation  Life Insurance,,MO,http://cmprsapaceawards.com/Portals/paceawards/Images/Pictures/JACKSON-NLIC-RGB.jpg
38970,Guarantee Trust Life Insurance Co.,,DE,http://www.refugeinsurance.com/images/GTL%20logo.jpg
38972,QCC Ins Company d/b/a AmeriHealth Ins Co,,DE,http://edisonfinancial.com/Health%20Insurance%20Main%20Picture.jpg
39032,Allianz Life Insurance Company of North America,,GA,http://scherrerfinancial.com/images/Allianz.gif
39041,Aetna Life Insurance Company,Aetna,CO,http://img.zanda.com/item/18070410000098/1024x768/Aetna_logo.jpg
39060,Time Insurance Company,Assurant Health,CO,http://www.rehabilitation-center.org/wp-content/uploads/2012/08/Assurant-Health.jpg
39096,Kansas City Life Insurance Company,Kansas City Life Insurance Company,IL,http://upload.wikimedia.org/wikipedia/de/thumb/d/d8/Kansas_City_Life_Insurance_Company_Logo.svg/1280px-Kansas_City_Life_Insurance_Company_Logo.svg.png
39106,American Heritage Life Insurance Company,,RI,http://www.ngai.net/wp-content/uploads/2011/04/family-heritage_logo-300x86.jpg
39127,Aetna Life Insurance Company,Aetna,KY,http://img.zanda.com/item/18070410000098/1024x768/Aetna_logo.jpg
39139,"Health Net of Connecticut, Inc.",,CT,http://www.chnct.org/Images/CHNCT-LogoLarge.png
39159,Aetna Life Insurance Company,Aetna,CT,http://img.zanda.com/item/18070410000098/1024x768/Aetna_logo.jpg
39193,Central United Life Insurance Company,,CA,http://www.manhattanlife.com/Portals/0/LayerSlider3D/490/cul.png
39221,American General Life Insurance Company,,VI,http://www.insurancelevel.com/company/logo/american-general.gif
39225,MAMSI  Life and Health Insurance Company,MAMSI  Life and Health Insurance Company,NC,http://www.myurgentcare.com/content/images/insurances/mamsi_logo.gif
39238,"Sierra Health and Life Insurance Company, Inc.",,IA,https://static.ehealthinsurance.com/ehealthinsurance/CarrierProfile/logos/88128300.gif
39261,Golden Rule Insurance Company,,HI,http://www.insurancelevel.com/company/logo/united-health-one.png
39274,UNICARE Life & Health Insurance Company,,NM,http://www.nextdoorchiro.com/images/Insurance-Logos.jpg
39300,Guarantee Trust Life Insurance Company,,CO,http://www.refugeinsurance.com/images/GTL%20logo.jpg
39301,TransAmerica Premier Life Insurance,,VI,http://www.firstcommand.com/img/providers/transamerica.png
39304,TRUASSURE INSURANCE COMPANY,TruAssure Insurance Company,ND,
39313,American Republic Insurance Company,,ND,http://www.americanrepublic.com/images/aric-logo.png
39317,Independence American Ins Co,,TX,http://ipa-america.com/Uploads/Providers/IndependenceAmerican_sz300x75.jpg
39327,The Ohio National Life Insurance Company,,IN,https://50.87.187.213/wp-content/uploads/2014/08/Ohio-National-3.png
39341,Transamerica Financial Life Insurance Company,,AZ,http://www.medicaremall.com/wp-content/uploads/2011/02/transamerica-logo.png
39352,Johns Manville,,DE,http://cf.juggle-images.com/matte/white/280x280/johns-manville-logo-primary.jpg
39357,Mutual of Omaha Insurance Company,,PR,https://consumeraffairs.global.ssl.fastly.net/files/logos/mutual-of-omaha_logo_891.jpg
39364,Medica Insurance Company,Medica,ND,http://logo-sign.com/logos/medicine-sign.jpg
39371,"First Commonwealth of Missouri, Inc.","First Commonwealth of Missouri, Inc.",MO,http://upload.wikimedia.org/wikipedia/en/6/66/Commonwealth_Bank_old_logo.jpg
39383,The Union Labor Life Insurance Company,,NY,http://thumb1.shutterstock.com/display_pic_with_logo/1018532/185226650/stock-vector-customer-care-care-for-employees-labor-union-crm-and-life-insurance-concepts-businessman-185226650.jpg
39386,Kanawha Insurance Company ,Humana,WV,http://www.wilsonfiquettdental.com/wp-content/uploads/2013/03/humana-logo.jpg
39398,UnitedHealthcare Ins Co of Ohio,UnitedHealthcare,OH,http://wheelhc.com/assets/img/Major_Insurance_Plans_Logos/05-UnitedHealthCare.PNG
39402,West Coast Life Insurance Company,,WA,http://brandongaille.com/wp-content/uploads/2014/04/West-Coast-Life-Insurance-Company-Logo.png
39424,"Moda Health Plan, Inc.",,OR,http://www.sensiblespeech.com/wp-content/uploads/2014/02/Moda-Health-Logo.jpg
39433,Nippon Life Insurance Company of America,,NJ,http://2.bp.blogspot.com/_-1ofYfWAqlo/TP0nnO8cKJI/AAAAAAAABRc/41eMQjQtwqg/s1600/nippon+paint+logo.png
39441,Thompson Construction Group,,SC,http://www.scru.com.au/wp-content/uploads/2015/03/Thompson-Building-Group-Logo.jpg
39462,CGI DJR Test Site,CGI DJR Issuer #2,AR,http://3.bp.blogspot.com/-6AOA3ACYmos/UPZGQCqEwYI/AAAAAAAAVnM/91uDFflFQEs/s1600/CGI+logo+2013.png
39481,UnitedHealthcare Life Insurance Company,,SC,http://www.equitamedicaresupplementleads.com/images/stories/unitedhealthcare_logo.jpg
39493,Philadelphia American Life Insurance Company,,CA,http://www.pijarinsurance.com/images/partners/philadelphia.jpg
39499,"AmeriHealth HMO, Inc.","AmeriHealth HMO, Inc.",PA,http://www.amerihealth.com/images/custom/global/ah65plus.gif
39516,Cenral United Life Insurance Company,,IA,http://www.newhorizonsmktg.com/images/CompanyLogos/companion-life.png
39522,World Insurance Company,,AR,"http://1-ps.googleusercontent.com/h/www.world-insurance-companies.com/uploads/9/1/6/6/9166349/x8305192.jpg,q1379368825.pagespeed.ic.QmX5Mmz2d-.jpg"
39566,UnitedHealthcare Insurance Company of New York,UnitedHealthcare Insurance Company of New York,CA,http://www.elbertins.com/images/united_health_care_logo.gif
39578,New York Life Insurance Co.,,VT,http://logonoid.com/images/new-york-life-logo.png
39589,AMERICAN COMMUNITY MUTUAL INSURANCE COMPANY,,UT,http://www.getyouradvantage.com/images/carrier-logos/American-Community.jpg
39595,WellCare of New York,,NY,http://photos.prnewswire.com/prnvar/20150701/227667LOGO
39614,"Independent Living for Seniors, Inc",ElderONE,NY,https://c1.staticflickr.com/3/2514/3981133999_41d9320d11_z.jpg
39622,"Anthem Insurance Companies, Inc.",,GA,https://consumeraffairs.global.ssl.fastly.net/files/logos/anthem_logo_813.jpg
39632,American Heritage Life Insurance Company,,IA,http://www.ngai.net/wp-content/uploads/2011/04/family-heritage_logo-300x86.jpg
39637,Geisinger Health Plan,Geisinger Health Plan,NJ,http://rdgins.com/Site/396976512/Images/Logo/1726898559.jpg
39670,Aetna Health Inc. (a PA corp.),Aetna,CO,http://img.zanda.com/item/18070410000098/1024x768/Aetna_logo.jpg
39676,4 Ever Life Insurance Company,,VA,http://www.bcsf.com/images/bcsf_images/4ever_logo_color-large.png
39690,"SelectHealth, Inc.",,UT,http://selecthealth.org/SiteCollectionImages/logo_horizontal.jpg
39694,General American Life Insurance Company,,MI,http://www.insurancelevel.com/company/logo/american-general.gif
39706,Conseco Life Insurance Company,,TX,http://4.bp.blogspot.com/-bCihcvP64IY/TYteTlawXUI/AAAAAAAAnao/OWrocodzH9I/s1600/Conseco_Logo.jpg
39714,FFE RR Test Issuer 517,FFE RR Test Issuer M 517,LA,http://2.bp.blogspot.com/-fl5ducujvyA/T8k9NOU6DQI/AAAAAAAABoo/9qzh2648pqQ/s1600/karate-do-kung-fu-shaolin-te-ashi-do+(591)-1-10.JPG
39735,American National Insurance Company,,AK,http://logosandbrands.directory/wp-content/themes/directorypress/thumbs/American-National-Insurance-Company-logo.jpg
39743,Union Security Insurance Company,,OR,http://www.unioninsurance.ae/img/logo.png
39775,HCC Life Insurance Company,,CO,http://www.hcc.com/portals/0/subsites/hcclife/News/images/newlogo111_logo.gif
39786,Mutual of Omaha Insurance Company,,NV,https://consumeraffairs.global.ssl.fastly.net/files/logos/mutual-of-omaha_logo_891.jpg
39796,Nationwide Life Insurance Company,,MS,http://asppamarketingkit.org/wp-content/uploads/2014/09/Nationwide_insurance_logo.jpg
39821,Nationwide Life Insurance Company,,NY,http://asppamarketingkit.org/wp-content/uploads/2014/09/Nationwide_insurance_logo.jpg
39823,Standard Security Life,,MT,http://ww1.prweb.com/prfiles/2014/06/26/11977699/StandardSecurity_logo.jpg
39824,Security Life Insurance Company of America,Security Life Insurance Company of America,OR,http://www.securitylife.com/images/logos/security-life-logo.png?sfvrsn=8
39842,Shelter Life Insurance Company,,TN,http://www.yellville.com/shelter-insurance-logo_copy.jpg
39850,American Medical Security Life Ins Co,,WA,http://medicareinsurancetexas.com/inc/images/logo-sentinel-life.jpg
39901,Amalgamated Life Insurance Company,,IA,http://photos.prnewswire.com/prn/20110711/NY32914LOGO
39924,All Savers Insurance Company,UnitedHealthcare,WI,http://wheelhc.com/assets/img/Major_Insurance_Plans_Logos/05-UnitedHealthCare.PNG
